word,meaning,example_sentences_1,meaning_example_sentences_1,example_sentences_2,meaning_example_sentences_2,image_url
危険（な）,nguy hiểm,その場所は危険です。,Nơi đó thì nguy hiểm.,危険な行動は避けてください。,Xin hãy tránh những hành động nguy hiểm.,https://i.ytimg.com/vi/Ath9WGWNX9A/maxresdefault.jpg
濃い,đặc,このスープは濃いです。,Món súp này thì đặc.,濃い色が好きです。,Tôi thích màu sắc đậm.,https://www.ohayo-milk.co.jp/drink/12020_03.png
薄い,loãng,このジュースは薄いです。,Nước trái cây này thì loãng.,薄い紙を使ってください。,Hãy sử dụng giấy mỏng.,https://japanesetest4you.com/flashcard/wp-content/uploads/2017/11/jpvocab2061-n3s.jpg
厚い,dày,この本は厚いです。,Cuốn sách này thì dày.,厚いコートを着ています。,Tôi đang mặc một chiếc áo khoác dày.,https://japanesetest4you.com/flashcard/wp-content/uploads/2017/12/jpvocab2248-n5s.jpg
太い,đậm,このペンは太いです。,Cây bút này thì đậm.,太い線を引いてください。,Hãy vẽ một đường đậm.,https://as1.ftcdn.net/jpg/05/43/35/40/1000_F_543354084_wbK5J81moFWTOPi0wxUGwaFUkA4F3l04.jpg
細い,nhạt,この糸は細いです。,Sợi chỉ này thì nhạt.,細い声で話してください。,Xin hãy nói bằng giọng nhỏ.,https://static.mercdn.net/item/detail/orig/photos/m87847427774_1.jpg?1591961026
空気,không khí,空気が新鮮です。,Không khí thì trong lành.,部屋の空気を入れ替えましょう。,Hãy thay đổi không khí trong phòng.,https://vesync.jp/cdn/shop/files/image_4_96995a8e-9b9c-40e3-bd9e-8aaf5beaee82.jpg?v=1699515926
涙,nước mắt,彼女は涙を流しました。,Cô ấy đã rơi nước mắt.,涙が出る映画を見ました。,Tôi đã xem một bộ phim khiến tôi rơi nước mắt.,https://kao-h.assetsadobe3.com/is/image/content/dam/sites/kao/webmember-kao-kirei-com/jp/kbbplaypark/recipe/detail/ishikawayuki-002/241105/article_img_06.jpg?fmt=jpeg&qlt=85&wid=1320
和食,món ăn kiểu Nhật,和食は健康に良いです。,Món ăn kiểu Nhật rất tốt cho sức khỏe.,私は和食が大好きです。,Tôi rất thích món ăn kiểu Nhật.,https://shun-gate.com/wp-content/uploads/2023/11/Washoku-1568x1045.jpg
洋食,món ăn kiểu Tây,洋食は多様な料理があります。,Món ăn kiểu Tây có nhiều món ăn đa dạng.,今日は洋食を食べに行きます。,Hôm nay tôi sẽ đi ăn món ăn kiểu Tây.,https://data.aloha-street.com/w2/wp-content/uploads/2021/02/15214958/R_Hamburger-Steak.jpg
量,lượng,この料理の量は多すぎます。,Lượng món ăn này quá nhiều.,量を減らしてください。,Xin hãy giảm lượng lại.,http://bishun.strokeorder.info/characters/683130.gif
ー倍,gấp ~ lần,この値段は前の倍です。,Giá này gấp đôi giá trước.,彼は私の倍の速さで走ります。,Anh ấy chạy nhanh gấp đôi tôi.,https://img.hncimg.com/image6069/7dd/c87eabac07b19965b5457d0e09f26deb.jpg
シングル,phòng đơn,シングルルームを予約しました。,Tôi đã đặt phòng đơn.,シングルの料金はいくらですか？,Giá phòng đơn là bao nhiêu?,https://www.shinjyuku-wh.com/guestroom/img/ph_h_single_standard.jpg
ツイン,phòng đôi,ツインルームに泊まりたいです。,Tôi muốn ở phòng đôi.,ツインの部屋は空いていますか？,Phòng đôi còn trống không?,https://static.wikia.nocookie.net/sasukepedia/images/4/41/Twin_Dia.jpeg/revision/latest?cb=20240422093705&path-prefix=ja
洗濯物,đồ giặt,洗濯物を干しました。,Tôi đã phơi đồ giặt.,洗濯物がたくさんあります。,Có rất nhiều đồ giặt.,https://e-suteki.haseko.jp/assets/uploads/2021-sep-storage_6_fimg.jpg
DVD,DVD,このDVDは面白いです。,DVD này rất thú vị.,DVDを見ながらリラックスします。,Tôi sẽ thư giãn bằng cách xem DVD.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/DVD-R_bottom-side.jpg/220px-DVD-R_bottom-side.jpg
どうなさいますか,chị muốn làm gì,どうなさいますか？お手伝いしましょうか。,Chị muốn làm gì? Tôi có thể giúp không?,どうなさいますか？お茶を飲みますか？,Chị muốn làm gì? Chị có muốn uống trà không?,https://nihongonoe.com/wp-content/uploads/2018/04/%E7%9F%AD%E3%81%8F%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84.png
カット,cắt tóc,髪をカットしました。,Tôi đã cắt tóc.,カットはどのようにしますか？,Chị muốn cắt tóc như thế nào?,https://upload.wikimedia.org/wikipedia/commons/a/af/Techno_cut_8jo_WATANABEhachijo.jpg
シャンプ,dầu gội,このシャンプはとてもいい香りがします。,Dầu gội này có mùi rất thơm.,私は毎日シャンプを使います。,Tôi sử dụng dầu gội mỗi ngày.,https://www.lucido.jp/assets/img/products/smellcare/m_shampoo.png
シャンプをします,gội đầu,今日は美容院でシャンプをします。,Hôm nay tôi sẽ gội đầu ở tiệm làm tóc.,彼は毎朝シャンプをします。,Anh ấy gội đầu mỗi sáng.,https://i.ytimg.com/vi/DKCxGEP5n0c/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLBdIrfHY5nzm5SF_yVbGFaajIQwHw
どういうふうになさいますか,chị muốn cắt như thế nào,髪を切る前に、どういうふうになさいますかと聞かれました。,"Trước khi cắt tóc, tôi được hỏi chị muốn cắt như thế nào.",美容師は、どういうふうになさいますかと尋ねました。,"Người thợ làm tóc đã hỏi, chị muốn cắt như thế nào.",https://pbs.twimg.com/media/CeUG-YGUIAAeJHY.jpg
ショート,cắt ngắn,彼女はショートヘアにしました。,Cô ấy đã cắt tóc ngắn.,ショートスタイルが流行っています。,Kiểu tóc ngắn đang thịnh hành.,https://ash-hair.com/shared_img/u/style/35605/2024071532400192719.jpg
〜みたいにしてください,anh hãy cắt như ~,この写真みたいにしてください。,Hãy cắt như trong bức ảnh này.,彼女は、私の髪を短くみたいにしてくださいと言いました。,"Cô ấy nói, hãy cắt tóc của tôi như kiểu ngắn.",https://www.tiktok.com/api/img/?itemId=7421865748592626951&location=0&aid=1988
これでよろしいですか,như thế này được chưa aj,髪を切った後、これでよろしいですかと聞きました。,"Sau khi cắt tóc, tôi đã hỏi, như thế này được chưa?",この色でよろしいですか？,Màu này được chưa?,https://ogp-v2.hinative.com/ogp/question?dlid=45&l=en-US&lid=22&txt=%E3%81%93%E3%82%8C%E3%81%A7%E3%82%88%E3%82%8D%E3%81%97%E3%81%84%E3%81%A7%E3%81%99%E3%81%8B%E3%80%82+and+%E3%81%93%E3%82%8C%E3%81%8C%E3%82%88%E3%82%8D%E3%81%97%E3%81%84%E3%81%A7%E3%81%99%E3%81%8B%E3%80%82&ctk=difference&ltk=japanese&qt=DifferenceQuestion&platform=facebook
どうもお疲れ様でした,xong rồi ạ,仕事が終わったら、どうもお疲れ様でしたと言います。,"Khi công việc kết thúc, tôi nói, xong rồi ạ.",美容院を出るとき、どうもお疲れ様でしたと言いました。,"Khi ra khỏi tiệm làm tóc, tôi đã nói, xong rồi ạ.",https://lookaside.fbsbx.com/lookaside/crawler/threads/C_frXl-y5Dk/0/image.jpg
嫌がります,ghét,彼は野菜を嫌がります。,Anh ấy ghét rau.,子供はお風呂に入るのを嫌がります。,Trẻ con ghét tắm.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/58816/78513.png
また,hơn nữa,彼は優しいし、また面白いです。,"Anh ấy vừa tốt bụng, hơn nữa lại còn hài hước.",この本は面白いし、また勉強にも役立ちます。,"Cuốn sách này thú vị, hơn nữa còn hữu ích cho việc học.",https://i.ytimg.com/vi/hSdcy2_vtaQ/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLClsK0k34u_1f3BlpPJ6QcB8hgjiw
うまく,tốt,彼女はうまく歌います。,Cô ấy hát rất hay.,試験はうまくいきましたか？,Kỳ thi diễn ra tốt chứ?,https://i.ytimg.com/vi/w5j5ayhfKAE/maxresdefault.jpg
順序,trình tự,料理を作るときは、順序を守ることが大切です。,"Khi nấu ăn, việc tuân theo trình tự là rất quan trọng.",この問題を解くには、順序を考えなければなりません。,"Để giải quyết vấn đề này, bạn phải suy nghĩ về trình tự.",https://japanesetest4you.com/flashcard/wp-content/uploads/2018/01/jpvocab2909-n2s.jpg
安心（な）,yên tâm,彼女は私に安心して話すことができる。,Cô ấy có thể nói chuyện với tôi một cách yên tâm.,この薬を飲めば、安心できます。,"Nếu uống thuốc này, bạn sẽ cảm thấy yên tâm.",https://www.pref.tochigi.lg.jp/c03/life/bouhan/anzen/images/20230726105601.jpg
表現,biểu hiện,彼の表現はとても豊かです。,Biểu hiện của anh ấy rất phong phú.,感情を表現するのは大切です。,Việc biểu hiện cảm xúc là rất quan trọng.,https://mythdiscovery.com/wp-content/uploads/replace/2024/08/21/a891ee992b5e8fbe924b488ef6dd1a32.webp
例えば,ví dụ,日本の食べ物、例えば寿司が好きです。,"Tôi thích đồ ăn Nhật Bản, ví dụ như sushi.",彼は多くの趣味を持っています。例えば、絵を描くことや音楽を聴くことです。,"Anh ấy có nhiều sở thích. Ví dụ, vẽ tranh và nghe nhạc.",https://jlptsensei.com/wp-content/uploads/2020/02/tatoeba-%E4%BE%8B%E3%81%88%E3%81%B0-%E3%81%9F%E3%81%A8%E3%81%88%E3%81%B0-jlpt-n3-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png
別れます,chia tay,友達と別れるのは寂しいです。,Chia tay với bạn bè thì thật buồn.,彼女と別れた後、彼は悲しそうでした。,"Sau khi chia tay với cô ấy, anh ấy trông rất buồn.",https://nihongopic.com/wp-content/uploads/2019/09/554ad1219c8d1402a5bc0ec41627458f.png
これら,những từ này,これらの本はとても面白いです。,Những cuốn sách này rất thú vị.,これらの問題を解決する必要があります。,Cần phải giải quyết những vấn đề này.,https://idsc.niid.go.jp/idwr/kansen/k00-g15/k00_01/p0003.jpg
縁起が悪い,xui,その数字は縁起が悪いと言われています。,Con số đó được cho là xui xẻo.,黒猫が横切ると縁起が悪いと信じられています。,Người ta tin rằng nếu một con mèo đen đi qua thì sẽ xui.,https://www.shutterstock.com/shutterstock/photos/2157487545/display_1500/stock-photo-bad-omens-illustration-set-black-cat-crow-spider-broken-mirror-and-clock-spilled-salt-friday-2157487545.jpg
信じます,tin,私はあなたの言葉を信じます。,Tôi tin vào lời nói của bạn.,彼は自分の夢を信じています。,Anh ấy tin vào ước mơ của mình.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/34453/46269.png
キャンセルします,huỷ,予約をキャンセルしたいです。,Tôi muốn hủy đặt chỗ.,飛行機のチケットをキャンセルしました。,Tôi đã hủy vé máy bay.,https://rarejob.com/cms/wp-content/uploads/2022/09/1005-750x500.jpg
知らせます,thông báo,新しい情報を知らせます。,Tôi sẽ thông báo thông tin mới.,彼は私に結果を知らせてくれました。,Anh ấy đã thông báo cho tôi về kết quả.,https://nihongopic.com/wp-content/uploads/2019/09/00c53769d2ff900e9621b139977a21fd.png
保証書,phiếu bảo hành,この保証書を大切に保管してください。,Hãy giữ phiếu bảo hành này cẩn thận.,製品に問題があったら、保証書を見せてください。,"Nếu sản phẩm có vấn đề, hãy cho tôi xem phiếu bảo hành.",https://faq-jp.jins.com/jp/faq/glasses/dispImage.php?id=60
領収書,hoá đơn,この領収書をもらえますか？,Tôi có thể nhận được hóa đơn này không?,領収書は後で必要です。,Tôi sẽ cần hóa đơn sau này.,https://biz.moneyforward.com/invoice/basic/wp-content/uploads/2015/05/%E7%94%BB%E5%83%8F1.jpg
キャンプ,cắm trại,今週末、友達とキャンプに行きます。,"Cuối tuần này, tôi sẽ đi cắm trại với bạn bè.",キャンプでは星を見上げるのが好きです。,Tôi thích ngắm sao khi cắm trại.,https://www.nap-camp.com/images/top/top01_sp.jpg
中止,huỷ,雨のため、イベントは中止になりました。,"Do mưa, sự kiện đã bị hủy.",中止の連絡を受けましたか？,Bạn đã nhận được thông báo hủy chưa?,https://thumbs.dreamstime.com/z/%E4%B8%AD%E5%9B%BD%E4%B8%AD%E6%AD%A2%E8%B7%AF%E6%A0%87%E5%BF%97-%E5%9C%A8%E7%99%BD%E8%89%B2%E8%83%8C%E6%99%AF-d%E4%BE%8B%E8%AF%81%E7%9A%84%E6%9C%B1%E7%BA%A2%E8%89%B2%E7%9A%84%E4%B8%AD%E6%AD%A2%E8%B7%AF%E6%A0%87-144815729.jpg
点,điểm,テストの点が良かったです。,Điểm kiểm tra của tôi đã tốt.,この問題は点が難しいです。,Câu hỏi này có điểm khó.,https://www.strokeorder.com/assets/bishun/animation/28857.gif
梅,hoa mơ,梅の花が春に咲きます。,Hoa mơ nở vào mùa xuân.,梅の香りがとても良いです。,Mùi hoa mơ rất dễ chịu.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/SXSW-2024-OB7A0018-alih-Meghan%2C_Duchess_of_Sussex-crop2-v2.jpg/250px-SXSW-2024-OB7A0018-alih-Meghan%2C_Duchess_of_Sussex-crop2-v2.jpg
１１０番,sđt báo cảnh sát,緊急の場合は、１１０番に電話してください。,"Trong trường hợp khẩn cấp, hãy gọi số 110.",１１０番は警察の番号です。,Số 110 là số điện thoại của cảnh sát.,https://www.keishicho.metro.tokyo.lg.jp/jiken_jiko/110/110_110.images/110_01.png
１１９番,sđt báo cháy,火事の時は、１１９番に連絡します。,"Khi có hỏa hoạn, hãy liên lạc với số 119.",１１９番は消防の番号です。,Số 119 là số điện thoại của cứu hỏa.,http://www.ibaraki-sirei.jp/images/jidou119.jpg
急に,đội nhiên,急に雨が降り出しました。,Đột nhiên trời mưa.,急に友達が訪ねてきました。,Đột nhiên bạn tôi đến thăm.,https://jlptsensei.com/wp-content/uploads/2019/09/kyuu-ni-%E6%80%A5%E3%81%AB-%E3%81%8D%E3%82%85%E3%81%86%E3%81%AB-jlpt-n4-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards.png
無理に,cố,無理に食べると体に良くないです。,Cố ăn sẽ không tốt cho cơ thể.,無理に行かなくても大丈夫です。,Bạn không cần phải cố gắng đi.,https://i.ytimg.com/vi/8eHDGWOFgm8/maxresdefault.jpg
楽しみにしています,tôi rất mong chờ,来週の旅行を楽しみにしています。,Tôi rất mong chờ chuyến đi vào tuần tới.,あなたの誕生日パーティーを楽しみにしています。,Tôi rất mong chờ bữa tiệc sinh nhật của bạn.,https://jp.blog.voicetube.com/wp-content/uploads/2022/08/3-2.jpg
以上です,xin hết,これで私の発表は以上です。,Đến đây là hết phần trình bày của tôi.,質問がなければ、以上です。,"Nếu không có câu hỏi nào, xin hết.",https://www.bizmates.jp/blog/wp-content/uploads/2021/08/ebb960ba38ecfad579b128f8f2820b1c.jpg
係員,người phụ trách,駅の係員に道を聞きました。,Tôi đã hỏi đường người phụ trách ở ga.,係員がイベントを手伝っています。,Người phụ trách đang giúp đỡ sự kiện.,https://www.keisei.co.jp/keisei/jinji/recruit/site/assets/img/work/work02/pic01.png
コース,đường chạy ma-ra-tông,マラソンのコースはとても美しいです。,Đường chạy ma-ra-tông rất đẹp.,コースを走るのが楽しみです。,Tôi rất mong chờ được chạy trên đường.,https://admin.tsukinowa.co.jp/wp-content/uploads/2023/03/%E5%9C%A8%E6%A0%A1%E7%94%9F_%E6%8A%80%E8%83%BD%E6%A4%9C%E5%AE%9A%E3%82%B3%E3%83%BC%E3%82%B9.jpg
スタート,xuất phát,レースは午前9時にスタートします。,Cuộc đua sẽ xuất phát lúc 9 giờ sáng.,スタートの合図を待っています。,Tôi đang chờ tín hiệu xuất phát.,https://thumb.ac-illust.com/8d/8d4a324ff77263b92d6be81a17909315_t.jpeg
ー位,thứ -,彼はレースで1位になりました。,Anh ấy đã giành vị trí thứ nhất trong cuộc đua.,私のチームは3位でした。,Đội của tôi đứng thứ ba.,https://www.sanrio.co.jp/special/characterranking/2024/assets/img/results/chara_rank2.png
優勝します,chiến thắng,彼は大会で優勝します。,Anh ấy sẽ chiến thắng trong giải đấu.,私たちのチームが優勝しますように。,Hy vọng đội của chúng tôi sẽ chiến thắng.,https://i.ytimg.com/vi/ZjcZJWuGKTM/maxresdefault.jpg
悩み,điều bận tậm,最近、仕事の悩みがあります。,"Gần đây, tôi có những điều bận tâm về công việc.",友達に悩みを相談しました。,Tôi đã hỏi ý kiến bạn bè về những điều bận tâm.,https://dol.ismcdn.jp/mwimgs/e/6/650/img_c3fe199bb99c5592121d1fb120810264297240.jpg
目指し（時計）,(đồng hồ) báo thức,目指し時計をセットしました。,Tôi đã đặt đồng hồ báo thức.,目指し時計が鳴りました。,Đồng hồ báo thức đã kêu.,https://cache.ymall.jp/webcom/item/multiimage/500/4130758015_001.jpg
目が覚めます,tỉnh giấc,朝、目が覚めるのが遅いです。,"Buổi sáng, tôi tỉnh giấc muộn.",目が覚めたら、もう昼でした。,"Khi tôi tỉnh dậy, đã là buổi trưa.",https://blogimg.goo.ne.jp/user_image/5b/5f/63e9002d3701f5b540aaef5ccac078d7.jpg
大学生,sinh viên đại học,私は大学生です。,Tôi là sinh viên đại học.,大学生の友達と一緒に勉強します。,Tôi học cùng với bạn là sinh viên đại học.,https://static01.nyt.com/images/2021/01/19/business/00china-whitecollar-print/merlin_173794428_a1d752a9-2a09-413e-b38f-e10e6086145c-master1050.jpg
回答,câu trả lời,先生の質問に回答しました。,Tôi đã trả lời câu hỏi của giáo viên.,この問題の回答は簡単です。,Câu trả lời cho vấn đề này rất đơn giản.,https://upload.wikimedia.org/wikipedia/zh/thumb/d/d8/Reply_1994.jpg/250px-Reply_1994.jpg
鳴ります,kêu,電話が鳴ります。,Điện thoại kêu.,鳥が鳴いています。,Chim đang kêu.,https://honki.vn/storage/lesson/basic2/v4/lesson_29/picture/narimasu.jpg
セットします,đặt (giờ),アラームをセットします。,Tôi đặt báo thức.,会議の時間をセットしました。,Tôi đã đặt giờ cho cuộc họp.,https://illpop.com/img_illust/school/class_a26.png
それでも,kể cả như thế,それでも行きたいです。,"Kể cả như thế, tôi vẫn muốn đi.",それでも彼は頑張ります。,"Kể cả như thế, anh ấy vẫn cố gắng.","https://m.media-amazon.com/images/I/816w0LlzbpL._AC_UF1000,1000_QL80_.jpg"
渡します,đưa,本を渡します。,Tôi đưa quyển sách.,友達にお金を渡しました。,Tôi đã đưa tiền cho bạn.,https://domani.shogakukan.co.jp/wp-content/uploads/2021/10/AdobeStock_176351689.jpeg
帰ってきます,trở về,彼は明日帰ってきます。,Anh ấy sẽ trở về vào ngày mai.,学校から帰ってきました。,Tôi đã trở về từ trường.,https://play-lh.googleusercontent.com/MGTts-kgIezm6w_NNuB35hQoz9eIsLPNHynox8zeoIykPYeVAyGWawJ70u-qPccgeUNmPULcWfT3yXKVDgMv=s1280-w1280-h720
バスが出ます,xuất phát,バスが今出ます。,Xe buýt đang xuất phát ngay bây giờ.,次のバスは10分後に出ます。,Xe buýt tiếp theo sẽ xuất phát sau 10 phút.,https://www.oliolihawaii.com/oliolihw_wp/wp-content/uploads/2023/05/01.jpg
荷物が届きます,(hành lí) đến,荷物が今日届きます。,Hành lý sẽ đến hôm nay.,荷物が届いたら電話してください。,"Khi hành lý đến, hãy gọi cho tôi.",https://image.jimcdn.com/app/cms/image/transf/none/path/sd0d18b9e6e0c7c85/image/i9d80f02917475bab/version/1560742197/image.gif
大学に入学します,nhập học đại học,来年大学に入学します。,Năm sau tôi sẽ nhập học đại học.,彼女は東京の大学に入学しました。,Cô ấy đã nhập học vào đại học ở Tokyo.,https://www.shiseikan.ac.jp/club/volleyball/wp-content/uploads/sites/2/2018/05/img_3330.jpg
大学を卒業します,tốt nghiệp đaị học,私は来年大学を卒業します。,Tôi sẽ tốt nghiệp đại học vào năm sau.,彼は大学を卒業して、仕事を始めました。,Anh ấy đã tốt nghiệp đại học và bắt đầu làm việc.,https://www.ryugaku-johokan.com/blog/wp-content/uploads/2016/11/shutterstock_95017492.jpg
焼きます,nướng,私は毎週末、肉を焼きます。,Tôi nướng thịt mỗi cuối tuần.,友達と一緒にバーベキューを焼きます。,Tôi nướng thịt nướng cùng với bạn bè.,https://media-cdn.tripadvisor.com/media/photo-s/08/e9/9e/17/caption.jpg
パンが焼けます,nướng chín (bánh mì ~),オーブンでパンが焼けました。,Bánh mì đã được nướng trong lò.,朝ごはんにパンが焼けるのを待っています。,Tôi đang chờ bánh mì được nướng cho bữa sáng.,https://minimaru.com/cdn/shop/products/CakeLand_Shokupan_Bread_Baking_Pan_Lid_Rectangle_Loaf_Minimaru_9_1200x.png?v=1727919784
肉が焼けます,nướng chín (thịt ~),肉が焼けるまで、少し待ってください。,Xin hãy chờ một chút cho đến khi thịt chín.,バーベキューの時、肉が焼けるのが楽しみです。,Tôi rất mong chờ thịt chín trong buổi tiệc nướng.,https://pbs.twimg.com/media/DMRKIbwUQAAnolu.jpg:large
留守,vắng nhà,今、家は留守です。,"Bây giờ, nhà tôi vắng mặt.",留守の間に、友達が来ました。,"Trong lúc tôi vắng nhà, bạn tôi đã đến.",https://japanesetest4you.com/flashcard/wp-content/uploads/2014/09/jpvocab351-n4.jpg
宅配便,hàng được chuyển phát tận nhà,宅配便が今日届きます。,Hàng chuyển phát tận nhà sẽ đến hôm nay.,宅配便で本を注文しました。,Tôi đã đặt sách qua dịch vụ chuyển phát tận nhà.,https://www.yamatoamerica.com/cs/wp-content/uploads/main-visual-page-intl-ta-q-bin-xs.jpg
原因,nguyên nhân,事故の原因を調べています。,Chúng tôi đang điều tra nguyên nhân của vụ tai nạn.,彼の遅刻の原因は交通渋滞でした。,Nguyên nhân anh ấy đến muộn là do tắc đường.,https://nai500.com/wp-content/uploads/2021/09/question-mark-1.jpg
こちら,phía tôi,こちらに来てください。,Xin hãy đến phía tôi.,こちらが私の友達です。,Đây là bạn của tôi.,https://nihongolibrary.com/wp-content/uploads/2016/12/%E3%81%93%E3%81%A1%E3%82%89.jpg
〜のところ,chỗ ~,駅のところで待っています。,Tôi đang chờ ở chỗ nhà ga.,彼の家のところに公園があります。,Có một công viên ở chỗ nhà của anh ấy.,https://gabbyacademy.com/wp-content/uploads/2022/04/so-far-1.png
半年,nửa năm,半年間、日本語を勉強しています。,Tôi đã học tiếng Nhật được nửa năm.,半年後に旅行に行く予定です。,Tôi dự định sẽ đi du lịch sau nửa năm.,https://www.primefertilitycenter.com/wp-content/uploads/2024/01/%E5%9B%BE%E7%89%87_20240112113002.jpg
ちょうど,vừa đúng,このサイズはちょうどいいです。,Kích thước này vừa đúng.,ちょうど今、雨が降り始めました。,"Vừa đúng lúc, mưa bắt đầu rơi.",https://www.tanoshiijapanese.com/dictionary/entry_preview/1/41123/189838.png
たった今,vừa mới (dùng với thể quá khứ),たった今、友達が来た。,"Vừa mới, bạn tôi đã đến.",たった今、電話が鳴った。,"Vừa mới, điện thoại đã reo.",https://gigaplus.makeshop.jp/clagla/img/propose/title.png
今いいですか,bây giờ có nói chuyện được không,今いいですか？少し話したいことがあります。,Bây giờ có nói chuyện được không? Tôi có một vài điều muốn nói.,今いいですか？急ぎの用事です。,Bây giờ có nói chuyện được không? Đây là việc gấp.,https://kokoro.mhlw.go.jp/e_transaction_3/img/img_2_01.png
ガスサービスセンタ,trung tâm dịch vụ cung ứng ga,ガスサービスセンタに連絡しました。,Tôi đã liên lạc với trung tâm dịch vụ cung ứng ga.,ガスサービスセンタはどこですか？,Trung tâm dịch vụ cung ứng ga ở đâu?,https://www.ogsc.co.jp/wp2/wp-content/themes/ogsc/assets/add_img/mv_logo.svg
ガスレンジ,bếp ga,新しいガスレンジを買いました。,Tôi đã mua một cái bếp ga mới.,ガスレンジを使うときは注意してください。,"Khi sử dụng bếp ga, hãy cẩn thận.",https://rinnai.jp/products/kitchen/gas_table/img/fig_index_gt_metal.png
具合,tình trạng,彼の具合はどうですか？,Tình trạng của anh ấy thế nào?,具合が悪いので、今日は休みます。,"Tôi cảm thấy không khỏe, nên hôm nay tôi sẽ nghỉ.",https://japanesetest4you.com/flashcard/wp-content/uploads/2016/01/jpvocab693-n4.jpg
申し訳ありません,xin lỗi,遅れて申し訳ありません。,Xin lỗi vì đã đến muộn.,ご迷惑をおかけして申し訳ありません。,Xin lỗi vì đã gây phiền phức.,https://t4.ftcdn.net/jpg/04/68/13/21/360_F_468132112_uVQ2FLxtGv01d4dSHWtX6yl5Q4MH71Vq.jpg
どちら様でしょうか,ai đấy ạ,どちら様でしょうか？お名前を教えてください。,Ai đấy ạ? Xin hãy cho tôi biết tên của bạn.,どちら様でしょうか？お電話ですか？,Ai đấy ạ? Có phải là cuộc gọi không?,https://3min-eikaiwa.com/wp-content/uploads/2020/02/214_2.jpg
お待たせしました,xin lỗi đã bắt anh/chị chờ lâu,お待たせしました。すぐに始めましょう。,Xin lỗi đã bắt anh/chị chờ lâu. Chúng ta hãy bắt đầu ngay.,お待たせしました。お茶をどうぞ。,Xin lỗi đã bắt anh/chị chờ lâu. Mời anh/chị dùng trà.,https://en.bloguru.com/userdata/1521/1520/202311011652290.jpg
向かいます,đi đến đấy,今、駅に向かいます。,"Bây giờ, tôi đang đi đến ga.",友達の家に向かっています。,Tôi đang đi đến nhà bạn.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/58386/77612.png
ついています,may mắn,今日はついています。宝くじが当たりました！,Hôm nay tôi may mắn. Tôi đã trúng xổ số!,彼はいつもついていますね。,Anh ấy lúc nào cũng may mắn nhỉ.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/85104/191037.png
床,sàn,床が汚れているので掃除しましょう。,Sàn nhà bẩn nên chúng ta hãy dọn dẹp.,この部屋の床は木でできています。,Sàn của căn phòng này được làm bằng gỗ.,https://static01.nyt.com/images/2021/07/19/world/19olympics-bed/merlin_189585435_7d975f2e-f216-4dfa-ae3b-52fba262c3de-master1050.jpg
転びます,ngã,雪で転びました。,Tôi đã ngã vì tuyết.,子供が公園で転びました。,Đứa trẻ đã ngã ở công viên.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/56154/72264.png
ベル,chuông cửa,ベルが鳴ったので、誰か来ました。,Chuông cửa đã reng nên có ai đó đến.,このベルはとても大きいです。,Chuông này rất to.,"https://m.media-amazon.com/images/I/51TM2SSK3WL._AC_UF894,1000_QL80_.jpg"
鳴ります,reng,時計が鳴ります。,Đồng hồ reng.,電話が鳴っています。,Điện thoại đang reng.,https://honki.vn/storage/lesson/basic2/v4/lesson_29/picture/narimasu.jpg
慌てて,vội vàng,慌てて家を出ました。,Tôi đã vội vàng rời khỏi nhà.,慌てて食事をしました。,Tôi đã ăn vội vàng.,https://www.photolibrary.jp/mhd3/img795/450-20200923155054181017.jpg
順番に,theo thứ tự,順番に並んでください。,Xin hãy xếp hàng theo thứ tự.,私たちは順番に話します。,Chúng ta sẽ nói theo thứ tự.,https://cdn-ak.f.st-hatena.com/images/fotolife/n/nativecamp_official/20230619/20230619141940.png
出来事,sự việc,昨日の出来事を話しましょう。,Hãy nói về sự việc hôm qua.,この出来事はとても重要です。,Sự việc này rất quan trọng.,"https://m.media-amazon.com/images/I/81pgSnKIe-L._AC_UF1000,1000_QL80_.jpg"
風が吹きます,gió thổi,風が吹きます。気持ちいいです。,Gió thổi. Thật dễ chịu.,風が吹いて、木の葉が揺れています。,"Gió thổi, lá cây đang rung rinh.",https://nihongopic.com/wp-content/uploads/2019/09/489aa6223d20f505792d4123d8dca61d.png
ゴミが燃えます,rác cháy,ゴミが燃えています。,Rác đang cháy.,このゴミは燃えやすいです。,Rác này dễ cháy.,https://img.freepik.com/premium-vector/trash-can-burns-bonfire-poor-people-burning-bunch-monsoon-flat-vector-illustration_124715-315.jpg
